,subject_id,condition,choice,rt,m1,presentation01,last_stage_favours,gp,p0,gm,g1,p1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0
0,6-TwoStageMixtureNoScaling,exp_74,1.0,0.5426,0.6799999999999999,0.0,0.0,0.5,0.8,0.5,0.4,0.2,0.4,0.6,1.0,TwoStageMixtureNoScaling,0.465,0.9718
1,6-TwoStageMixtureNoScaling,catch_1,0.0,0.8689,0.5900000000000001,1.0,1.0,0.5,0.29,0.5,0.5,0.41,0.42,0.5,0.0,TwoStageMixtureNoScaling,0.6122,0.087
2,6-TwoStageMixtureNoScaling,exp_43,0.0,0.4326,0.79,1.0,0.0,0.6,0.81,0.4,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageMixtureNoScaling,0.8115,0.2977
3,6-TwoStageMixtureNoScaling,exp_64,1.0,0.2717,0.52,0.0,1.0,0.5,0.72,0.5,0.4,0.51,0.42,0.6,1.0,TwoStageMixtureNoScaling,0.8553,0.5027
4,6-TwoStageMixtureNoScaling,exp_82,1.0,1.0405,0.8099999999999999,0.0,0.0,0.5,0.61,0.5,0.4,0.29,0.22,0.6,1.0,TwoStageMixtureNoScaling,0.8475,0.5847
5,6-TwoStageMixtureNoScaling,exp_27,0.0,0.1279,0.3,1.0,0.0,0.6,0.3,0.4,0.5,0.17,0.2,0.5,0.0,TwoStageMixtureNoScaling,0.6935,0.8557
6,6-TwoStageMixtureNoScaling,exp_52,1.0,0.7352,0.82,0.0,0.0,0.5,0.49,0.5,0.6,0.32,0.6900000000000001,0.4,1.0,TwoStageMixtureNoScaling,0.7491,0.7988
7,6-TwoStageMixtureNoScaling,exp_8,0.0,0.1548,0.5,0.0,1.0,0.5,0.7,0.5,0.4,0.29,0.18,0.6,0.0,TwoStageMixtureNoScaling,0.8446,0.5994
8,6-TwoStageMixtureNoScaling,exp_47,0.0,0.3099,0.79,1.0,1.0,0.4,0.81,0.6,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageMixtureNoScaling,0.5838,0.072
9,6-TwoStageMixtureNoScaling,exp_67,1.0,0.3297,0.52,1.0,0.0,0.6,0.72,0.4,0.5,0.51,0.42,0.5,1.0,TwoStageMixtureNoScaling,0.7584,0.7872
